Song Name,Year,Artist,Genre,Rating,Mood,Play Count,Album,Duration,Language,Tempo,Energy,Danceability,Valence,Acousticness,Speechiness
Love to Sun,2011,Nicki Minaj,Hip-Hop,4.97,Energetic,24,Minaj Sessions Vol. 3,267,English,94.6,0.795,0.834,0.457,0.092,0.314
Storm and Again,2010,Shakira,Latin,4.73,Energetic,22,Shakira Sessions Vol. 2,212,Spanish,113.1,0.827,0.652,0.325,0.387,0.089
Sky for Memories,2022,Diana Krall,Jazz,3.57,Melancholic,34,Krall Sessions Vol. 2,206,Instrumental,93.8,0.311,0.609,0.335,0.798,0.031
Home the Hold,2016,Linkin Park,Rock,3.43,Energetic,18,Park Sessions Vol. 4,208,English,123.2,0.958,0.856,0.468,0.25,0.068
Home to Memories (Indie),2016,Tame Impala,Indie,4.6,Melancholic,29,Impala Sessions Vol. 4,200,English,91.3,0.37,0.512,0.305,0.195,0.075
Feel for Storm,2006,Zedd,Electronic,4.5,Happy,46,Zedd Sessions Vol. 4,178,Instrumental,131.1,0.871,0.931,0.733,0.038,0.086
Forever of Waves,1991,Kanye West,Hip-Hop,3.94,Energetic,43,West Sessions Vol. 3,221,English,88.6,0.949,0.607,0.424,0.014,0.207
Glow to Dance,2009,Phoebe Bridgers,Indie,5.0,Energetic,10,Bridgers Sessions Vol. 6,215,English,110.1,0.455,0.824,0.282,0.579,0.092
Alone in Night (Jazz),1994,Norah Jones,Jazz,4.17,Melancholic,27,Jones Sessions Vol. 1,175,Instrumental,79.8,0.462,0.314,0.439,0.777,0.08
Dance with Silence,2012,BLACKPINK,K-Pop,3.22,Chill,32,BLACKPINK Sessions Vol. 6,243,Korean,118.0,0.72,0.65,0.334,0.426,0.017
Zedd's Echoes the Paradise,1999,Zedd,Electronic,4.8,Energetic,56,Zedd Sessions Vol. 4,283,Instrumental,148.7,0.903,0.677,0.541,0.168,0.059
Rush for Hold (K-Pop),2018,BLACKPINK,K-Pop,5.0,Sad,21,BLACKPINK Sessions Vol. 3,160,Korean,97.5,0.799,0.825,0.588,0.081,0.049
Stars the Gravity,1998,Sonu Nigam,Bollywood,3.66,Chill,19,Nigam Sessions Vol. 6,226,Hindi,101.5,0.619,0.589,0.614,0.29,0.028
Gravity with Storm,2013,Marshmello,Electronic,4.39,Happy,39,Marshmello Sessions Vol. 5,218,Instrumental,132.0,0.745,0.778,0.901,0.007,0.012
Storm the Sky,2010,Shakira,Latin,4.97,Chill,523,Shakira Sessions Vol. 6,143,Spanish,116.4,0.509,0.689,0.631,0.222,0.067
Gravity of Fire,2024,Ludovico Einaudi,Classical,3.62,Sad,443,Einaudi Sessions Vol. 4,193,Instrumental,72.2,0.273,0.132,0.222,0.946,0.0
Silence of Silence,2018,Lorde,Indie,4.25,Calm,8,Lorde Sessions Vol. 3,212,English,146.3,0.362,0.677,0.509,0.214,0.013
Storm for Forever,1993,Linkin Park,Rock,5.0,Energetic,26,Park Sessions Vol. 2,296,English,158.2,0.84,0.654,0.297,0.137,0.088
Roads of Forever,2017,Diana Krall,Jazz,4.5,Calm,149,Krall Sessions Vol. 3,162,Instrumental,92.8,0.355,0.624,0.492,0.521,0.041
Waves the Storm,2015,Arctic Monkeys,Indie,4.48,Chill,54,Monkeys Sessions Vol. 5,189,English,74.2,0.578,0.501,0.556,0.499,0.111
Gravity of Dance,2014,SEVENTEEN,K-Pop,4.31,Happy,43,SEVENTEEN Sessions Vol. 1,256,Korean,105.0,0.804,0.571,0.859,0.328,0.205
Horizon of Waves,2010,Arctic Monkeys,Indie,4.43,Calm,4,Monkeys Sessions Vol. 3,240,English,105.3,0.396,0.745,0.665,0.207,0.202
Gravity in River (Bollywood),2023,Sonu Nigam,Bollywood,4.4,Melancholic,12,Nigam Sessions Vol. 4,223,Hindi,114.5,0.48,1.0,0.497,0.336,0.045
Memories and Rush,2011,TWICE,K-Pop,5.0,Calm,6,TWICE Sessions Vol. 2,231,Korean,131.6,0.297,0.859,0.474,0.013,0.139
Dance the Glow,2002,Rosalía,Latin,3.17,Happy,15,Rosalía Sessions Vol. 5,175,Spanish,135.7,0.637,0.731,0.724,0.018,0.054
Alone to Hold (Bollywood),1998,Shreya Ghoshal,Bollywood,4.11,Energetic,12,Ghoshal Sessions Vol. 2,274,Hindi,120.4,0.531,0.675,0.273,0.435,0.08
Sky the Horizon (K-Pop),2018,BTS,K-Pop,4.48,Happy,7,BTS Sessions Vol. 2,239,Korean,124.8,0.735,0.666,0.794,0.079,0.081
Forever in Moon,2012,BLACKPINK,K-Pop,4.48,Happy,35,BLACKPINK Sessions Vol. 3,215,Korean,97.3,0.846,0.736,0.906,0.08,0.088
Paradise and Feel,2022,Kanye West,Hip-Hop,4.38,Happy,54,West Sessions Vol. 5,220,English,105.4,0.694,0.768,0.333,0.041,0.068
Horizon the River,2003,A.R. Rahman,Bollywood,4.7,Melancholic,34,Rahman Sessions Vol. 5,259,Hindi,106.2,0.588,0.577,0.67,0.469,0.102
Storm in Silence (Jazz),2006,Diana Krall,Jazz,4.04,Calm,56,Krall Sessions Vol. 1,163,English,84.7,0.279,0.418,0.533,0.587,0.029
Gravity with Sky (K-Pop),1999,TWICE,K-Pop,4.35,Happy,51,TWICE Sessions Vol. 5,214,Korean,111.1,0.908,0.657,0.9,0.0,0.174
Home the Heart,1990,Ludovico Einaudi,Classical,3.83,Calm,50,Einaudi Sessions Vol. 3,218,Instrumental,79.6,0.307,0.202,0.511,0.913,0.03
Night and Memories,2021,Kamasi Washington,Jazz,3.76,Calm,18,Washington Sessions Vol. 3,158,Instrumental,82.0,0.369,0.444,0.475,0.386,0.013
Forever of Run,2018,Red Hot Chili Peppers,Rock,5.0,Happy,31,Peppers Sessions Vol. 4,240,English,142.7,0.89,0.682,0.718,0.043,0.057
Waves of Gravity,2018,Jamie Cullum,Jazz,4.12,Chill,10,Cullum Sessions Vol. 5,204,Instrumental,104.4,0.591,0.387,0.514,0.687,0.043
Sky in Sun,2019,David Guetta,Electronic,3.61,Happy,10,Guetta Sessions Vol. 5,229,English,133.1,0.94,0.733,0.737,0.059,0.032
Fire to Glow,1996,A.R. Rahman,Bollywood,3.6,Romantic,47,Rahman Sessions Vol. 6,236,Hindi,101.3,0.509,0.749,0.759,0.322,0.09
Glow the Home,2001,Ariana Grande,Pop,3.93,Happy,63,Grande Sessions Vol. 1,217,English,105.5,0.893,1.0,0.777,0.212,0.062
Dance in Rush,1998,Travis Scott,Hip-Hop,3.68,Chill,99,Scott Sessions Vol. 2,183,English,91.4,0.593,0.771,0.454,0.0,0.278
BTS's Again of Stars (K-Pop),2000,BTS,K-Pop,3.98,Happy,25,BTS Sessions Vol. 4,184,Korean,96.6,0.642,0.89,0.835,0.081,0.077
Stars in River (K-Pop),2005,SEVENTEEN,K-Pop,4.21,Chill,95,SEVENTEEN Sessions Vol. 3,238,Korean,88.9,0.573,0.621,0.63,0.206,0.06
Run to Run,2003,Arctic Monkeys,Indie,3.87,Energetic,1,Monkeys Sessions Vol. 6,145,English,116.0,0.887,0.527,0.283,0.231,0.063
Light of River,1998,Diana Krall,Jazz,3.97,Chill,51,Krall Sessions Vol. 2,199,English,98.3,0.641,0.482,0.459,0.623,0.089
Run of Moon,2008,Ariana Grande,Pop,4.29,Energetic,32,Grande Sessions Vol. 6,176,English,109.4,0.799,0.629,0.388,0.1,0.098
Alone with River,2002,Foo Fighters,Rock,4.01,Chill,24,Fighters Sessions Vol. 5,256,English,101.9,0.715,0.529,0.475,0.262,0.055
Memories in River,1996,Foo Fighters,Rock,4.95,Chill,10,Fighters Sessions Vol. 1,183,English,131.5,0.62,0.706,0.629,0.103,0.083
Sun with Heart,1997,Kendrick Lamar,Hip-Hop,4.53,Chill,30,Lamar Sessions Vol. 5,227,English,100.3,0.9,0.552,0.533,0.033,0.034
Moon with Roads (Hip-Hop),2005,Nicki Minaj,Hip-Hop,3.84,Happy,90,Minaj Sessions Vol. 3,225,English,81.7,0.687,0.632,0.203,0.267,0.108
Rush to Home,2020,Max Richter,Classical,4.15,Calm,46,Richter Sessions Vol. 6,206,Instrumental,65.1,0.255,0.188,0.515,0.946,0.005
Silence the Dance,1996,BLACKPINK,K-Pop,3.44,Happy,7,BLACKPINK Sessions Vol. 1,237,Korean,103.8,0.714,0.832,0.828,0.053,0.113
Memories to Hold,2017,J Balvin,Latin,5.0,Happy,10,Balvin Sessions Vol. 2,208,Spanish,131.2,0.869,0.678,0.808,0.213,0.0
Sun of Feel (Indie),2006,Tame Impala,Indie,3.89,Melancholic,14,Impala Sessions Vol. 2,160,English,103.5,0.45,0.327,0.406,0.651,0.044
Forever to River,2012,Olivia Rodrigo,Pop,3.95,Energetic,8,Rodrigo Sessions Vol. 3,243,English,109.3,0.756,0.791,0.413,0.09,0.069
Memories with Horizon,2021,Tame Impala,Indie,3.52,Melancholic,142,Impala Sessions Vol. 5,217,English,95.2,0.428,0.553,0.362,0.568,0.121
Dreams of Forever,1992,Red Hot Chili Peppers,Rock,3.19,Calm,25,Peppers Sessions Vol. 3,205,English,128.4,0.854,0.642,0.544,0.309,0.025
Rush for Feel (K-Pop),2007,BTS,K-Pop,4.34,Calm,21,BTS Sessions Vol. 6,208,Korean,113.7,0.794,0.656,0.649,0.0,0.111
Hold and Dreams (Indie),1992,Lorde,Indie,4.54,Motivational,89,Lorde Sessions Vol. 6,173,English,98.9,0.671,0.589,0.638,0.444,0.125
Silence of Glow,1994,Olivia Rodrigo,Pop,3.92,Chill,7,Rodrigo Sessions Vol. 2,301,English,91.8,0.546,0.688,0.53,0.104,0.059
Gravity with Alone,1996,Zedd,Electronic,4.44,Happy,21,Zedd Sessions Vol. 3,213,Instrumental,127.9,0.856,0.664,0.889,0.037,0.035
Light for Forever (Hip-Hop),2023,Kanye West,Hip-Hop,3.61,Energetic,8,West Sessions Vol. 2,275,English,86.3,0.803,0.811,0.317,0.119,0.211
Memories of Gravity,2002,Zedd,Electronic,4.83,Happy,25,Zedd Sessions Vol. 1,199,English,137.3,0.74,0.846,0.801,0.02,0.054
Rush with Light,1995,Travis Scott,Hip-Hop,4.9,Romantic,36,Scott Sessions Vol. 5,233,English,101.6,0.829,0.547,0.584,0.132,0.199
Dance with Dreams (Latin),2016,Bad Bunny,Latin,5.0,Romantic,8,Bunny Sessions Vol. 1,265,Spanish,94.1,0.551,0.819,0.673,0.312,0.035
Forever of Echoes,1996,Ludovico Einaudi,Classical,4.58,Calm,109,Einaudi Sessions Vol. 3,160,Instrumental,109.1,0.097,0.273,0.594,0.84,0.016
Horizon with Again (Classical),2001,Yiruma,Classical,4.6,Melancholic,8,Yiruma Sessions Vol. 2,217,Instrumental,97.7,0.086,0.059,0.321,0.929,0.021
Sky with Paradise (Jazz),2025,Norah Jones,Jazz,4.4,Romantic,4,Jones Sessions Vol. 2,197,Instrumental,80.1,0.244,0.359,0.864,0.834,0.028
Run in Light,2014,Marshmello,Electronic,4.19,Energetic,28,Marshmello Sessions Vol. 2,236,English,151.1,0.774,0.666,0.266,0.174,0.058
Waves of Hold,1994,Travis Scott,Hip-Hop,4.68,Energetic,86,Scott Sessions Vol. 2,230,English,83.0,0.921,0.849,0.406,0.047,0.288
Waves to Dreams,1990,Ariana Grande,Pop,4.87,Sad,25,Grande Sessions Vol. 6,188,English,116.9,0.739,0.774,0.581,0.405,0.057
A.R.'s Feel to Echoes,1993,A.R. Rahman,Bollywood,3.39,Melancholic,21,Rahman Sessions Vol. 6,219,Hindi,100.0,0.451,0.575,0.335,0.176,0.107
Waves with Dance,2022,SEVENTEEN,K-Pop,3.93,Motivational,42,SEVENTEEN Sessions Vol. 5,183,Korean,103.5,0.754,0.488,0.603,0.225,0.106
Gravity in Moon,2016,Yiruma,Classical,4.57,Sad,8,Yiruma Sessions Vol. 3,203,Instrumental,82.9,0.174,0.205,0.202,0.855,0.056
Dance in Gravity,2017,Shakira,Latin,5.0,Happy,17,Shakira Sessions Vol. 2,188,Spanish,106.7,0.837,0.699,0.568,0.136,0.114
Echoes of Heart,2009,Arctic Monkeys,Indie,4.46,Romantic,8,Monkeys Sessions Vol. 3,272,English,77.3,0.558,0.707,1.0,0.502,0.006
Memories for Home,2018,Marshmello,Electronic,3.89,Happy,96,Marshmello Sessions Vol. 6,254,Instrumental,150.6,0.89,0.93,0.832,0.068,0.0
Alone to Fire,2008,BLACKPINK,K-Pop,4.19,Chill,10,BLACKPINK Sessions Vol. 6,202,Korean,107.6,0.553,0.98,0.51,0.272,0.128
Dreams in Echoes (Bollywood),2020,Arijit Singh,Bollywood,4.08,Chill,11,Singh Sessions Vol. 1,200,Hindi,133.3,0.41,0.784,0.61,0.247,0.137
Hold in Echoes,2018,Tame Impala,Indie,4.2,Calm,8,Impala Sessions Vol. 4,247,English,124.3,0.279,0.645,0.429,0.148,0.12
Run of Dance,1991,Olivia Rodrigo,Pop,5.0,Happy,16,Rodrigo Sessions Vol. 2,202,English,109.1,0.709,0.806,1.0,0.315,0.0
Zedd's Echoes to Dreams,2017,Zedd,Electronic,4.27,Energetic,58,Zedd Sessions Vol. 4,232,Instrumental,126.8,0.812,0.849,0.405,0.061,0.072
Silence with River,2003,Calvin Harris,Electronic,4.66,Melancholic,19,Harris Sessions Vol. 1,244,English,113.3,0.668,0.849,0.641,0.063,0.045
Dreams with Home (Jazz),2023,Kamasi Washington,Jazz,4.56,Romantic,7,Washington Sessions Vol. 4,126,English,126.4,0.418,0.478,0.719,0.303,0.079
Silence to Horizon (Jazz),1995,Jamie Cullum,Jazz,4.35,Chill,12,Cullum Sessions Vol. 6,180,Instrumental,88.8,0.501,0.283,0.64,0.581,0.117
Home to Moon,2016,Imagine Dragons,Rock,4.19,Happy,8,Dragons Sessions Vol. 1,169,English,99.5,0.938,0.829,0.746,0.09,0.035
Paradise in Horizon,2000,Phoebe Bridgers,Indie,4.54,Romantic,39,Bridgers Sessions Vol. 3,295,English,122.0,0.53,0.648,0.746,0.358,0.061
Glow in Night,2011,BTS,K-Pop,4.71,Romantic,15,BTS Sessions Vol. 2,120,Korean,126.9,0.538,0.837,0.852,0.147,0.006
Stars to Paradise,2019,Olivia Rodrigo,Pop,4.37,Romantic,19,Rodrigo Sessions Vol. 1,186,English,140.9,0.495,0.761,0.892,0.256,0.055
Dreams for Horizon (Indie),2008,The 1975,Indie,4.42,Happy,92,1975 Sessions Vol. 4,205,English,124.2,0.609,0.899,0.124,0.497,0.13
Love to Stars,1991,Yiruma,Classical,3.81,Sad,16,Yiruma Sessions Vol. 4,165,Instrumental,84.8,0.315,0.162,0.237,0.935,0.0
Memories for Sun,2008,Dua Lipa,Pop,4.53,Romantic,28,Lipa Sessions Vol. 3,194,English,118.9,0.582,0.63,0.724,0.169,0.093
Roads and River,2007,Sonu Nigam,Bollywood,4.29,Happy,10,Nigam Sessions Vol. 6,192,Hindi,122.3,0.63,0.751,0.728,0.282,0.08
Alone for Sky,2006,Max Richter,Classical,5.0,Sad,123,Richter Sessions Vol. 1,270,Instrumental,76.7,0.304,0.278,0.066,0.822,0.0
Roads of Night,2017,Ludovico Einaudi,Classical,4.3,Calm,17,Einaudi Sessions Vol. 3,206,Instrumental,90.5,0.15,0.066,0.468,0.962,0.029
Silence the Dreams,1991,The Weeknd,Pop,4.51,Chill,12,Weeknd Sessions Vol. 2,157,English,93.5,0.644,0.714,0.486,0.0,0.063
Sun with Horizon,2016,BTS,K-Pop,4.09,Energetic,46,BTS Sessions Vol. 2,199,Korean,140.7,0.837,0.804,0.383,0.108,0.133
Moon of Waves,1990,BTS,K-Pop,4.14,Romantic,30,BTS Sessions Vol. 4,120,Korean,137.3,0.815,0.815,0.656,0.254,0.12
Echoes and Gravity,2001,Sonu Nigam,Bollywood,4.16,Calm,32,Nigam Sessions Vol. 1,197,Hindi,120.2,0.398,0.659,0.57,0.21,0.117
Horizon the Horizon,2019,Zedd,Electronic,4.5,Calm,15,Zedd Sessions Vol. 2,240,Instrumental,97.8,0.656,0.729,0.601,0.045,0.016
Dreams for Horizon,2025,Rosalía,Latin,3.44,Happy,63,Rosalía Sessions Vol. 5,158,Spanish,103.2,0.942,0.63,0.775,0.394,0.102
Moon the Glow,2020,TWICE,K-Pop,4.88,Happy,42,TWICE Sessions Vol. 3,161,Korean,122.7,0.852,0.674,0.821,0.512,0.06
Storm for Dreams,1991,Shreya Ghoshal,Bollywood,4.37,Romantic,69,Ghoshal Sessions Vol. 2,198,Hindi,105.7,0.569,0.802,0.762,0.373,0.025
Paradise and Horizon,2000,Coldplay,Rock,3.64,Motivational,145,Coldplay Sessions Vol. 5,196,English,160.1,0.934,0.738,0.633,0.318,0.08
Light and Silence (Jazz),2021,Kamasi Washington,Jazz,4.4,Romantic,28,Washington Sessions Vol. 6,175,Instrumental,72.6,0.509,0.229,0.755,0.532,0.037
Silence for Stars (Rock),2020,Imagine Dragons,Rock,4.73,Energetic,7,Dragons Sessions Vol. 1,314,English,97.7,0.834,0.659,0.445,0.14,0.058
Glow with Feel,2013,Avicii,Electronic,4.26,Motivational,28,Avicii Sessions Vol. 5,199,Instrumental,114.1,0.812,0.749,0.501,0.061,0.041
Forever for Waves (Jazz),2015,Diana Krall,Jazz,3.68,Melancholic,0,Krall Sessions Vol. 3,285,Instrumental,107.7,0.638,0.425,0.229,0.209,0.08
Light of River (Bollywood),1993,Shreya Ghoshal,Bollywood,4.3,Happy,31,Ghoshal Sessions Vol. 5,153,Hindi,143.9,0.713,0.695,0.706,0.095,0.054
Dua's Hold in Roads,2005,Dua Lipa,Pop,4.28,Chill,24,Lipa Sessions Vol. 5,251,English,117.4,0.507,0.704,0.349,0.063,0.074
Sun for Roads (Electronic),2022,Marshmello,Electronic,3.78,Romantic,58,Marshmello Sessions Vol. 4,120,Instrumental,126.0,0.772,0.776,0.653,0.084,0.043
Dreams in Moon (Electronic),2009,Calvin Harris,Electronic,4.4,Happy,19,Harris Sessions Vol. 6,189,Instrumental,139.0,0.923,0.712,0.982,0.003,0.052
Again in Echoes,2007,Sonu Nigam,Bollywood,4.69,Sad,4,Nigam Sessions Vol. 3,199,Hindi,116.2,0.676,0.514,0.689,0.189,0.066
Gravity in Home,2025,Norah Jones,Jazz,4.02,Sad,174,Jones Sessions Vol. 1,244,English,96.7,0.545,0.387,0.384,0.649,0.04
Waves of Storm,1997,Avicii,Electronic,4.34,Energetic,17,Avicii Sessions Vol. 2,178,English,106.6,0.854,0.822,0.291,0.0,0.059
Again in Rush,2008,Arctic Monkeys,Indie,5.0,Chill,15,Monkeys Sessions Vol. 6,251,English,126.9,0.598,0.534,0.429,0.512,0.12
Hold and Rush,2004,Olivia Rodrigo,Pop,4.16,Energetic,20,Rodrigo Sessions Vol. 5,216,English,126.0,0.893,0.908,0.372,0.097,0.0
Roads in Dance,2024,Jamie Cullum,Jazz,4.07,Melancholic,23,Cullum Sessions Vol. 2,143,Instrumental,107.6,0.415,0.566,0.451,0.489,0.076
Diana's Moon and Home,2020,Diana Krall,Jazz,5.0,Sad,209,Krall Sessions Vol. 3,243,English,60.0,0.353,0.544,0.08,0.437,0.048
Stars the Horizon,2021,David Guetta,Electronic,3.35,Energetic,20,Guetta Sessions Vol. 4,203,English,107.3,0.737,0.824,0.546,0.141,0.098
Memories in Gravity,2017,Ariana Grande,Pop,4.14,Happy,4,Grande Sessions Vol. 4,205,English,114.5,0.788,0.887,1.0,0.419,0.088
Love and Roads,1995,Shakira,Latin,4.16,Calm,42,Shakira Sessions Vol. 4,233,Spanish,114.7,0.377,0.92,0.682,0.075,0.217
Memories to Silence (Hip-Hop),1990,J. Cole,Hip-Hop,3.76,Happy,14,Cole Sessions Vol. 6,241,English,72.0,0.783,0.692,0.593,0.064,0.045
Again to Stars,2012,BTS,K-Pop,4.24,Motivational,13,BTS Sessions Vol. 2,240,Korean,126.6,0.937,0.887,0.568,0.113,0.064
Storm of Horizon,2011,Shakira,Latin,3.89,Happy,35,Shakira Sessions Vol. 4,205,Spanish,67.6,0.743,0.721,0.866,0.155,0.082
Dreams the Love,1990,Kamasi Washington,Jazz,3.81,Chill,14,Washington Sessions Vol. 3,199,Instrumental,107.2,0.637,0.359,0.34,0.583,0.098
Horizon with Rush,1997,BLACKPINK,K-Pop,4.89,Happy,35,BLACKPINK Sessions Vol. 5,198,Korean,92.1,0.708,0.8,0.459,0.198,0.0
Glow and Feel,2008,Imagine Dragons,Rock,3.96,Happy,7,Dragons Sessions Vol. 4,231,English,124.6,0.826,0.61,0.83,0.13,0.064
Moon in Waves,1993,Lorde,Indie,4.86,Sad,9,Lorde Sessions Vol. 6,219,English,109.2,0.327,0.74,0.249,0.428,0.098
Horizon with Light,2003,Drake,Hip-Hop,3.94,Romantic,422,Drake Sessions Vol. 3,202,English,99.6,0.683,0.714,0.511,0.179,0.194
Storm in Again,1999,Shakira,Latin,4.45,Happy,29,Shakira Sessions Vol. 4,228,Spanish,121.1,0.658,0.91,0.761,0.123,0.143
Paradise to River,2019,Kanye West,Hip-Hop,3.99,Happy,26,West Sessions Vol. 2,217,English,110.2,0.914,0.779,0.807,0.211,0.222
Sky to Fire,2001,Phoebe Bridgers,Indie,4.02,Melancholic,24,Bridgers Sessions Vol. 6,232,English,99.3,0.382,0.745,0.371,0.264,0.13
Echoes and Silence,2014,Norah Jones,Jazz,3.66,Calm,6,Jones Sessions Vol. 1,303,English,85.3,0.4,0.214,0.614,0.276,0.062
Love and Roads,2021,Linkin Park,Rock,4.05,Energetic,52,Park Sessions Vol. 1,145,English,97.0,0.923,0.646,0.396,0.333,0.017
Silence for Alone,2008,Diana Krall,Jazz,4.85,Romantic,79,Krall Sessions Vol. 1,259,English,99.6,0.358,0.546,0.741,0.674,0.036
Memories in Horizon,2020,Linkin Park,Rock,4.35,Happy,130,Park Sessions Vol. 2,163,English,115.5,0.752,0.659,1.0,0.317,0.049
Silence and Silence,1997,Linkin Park,Rock,3.8,Melancholic,16,Park Sessions Vol. 3,179,English,138.5,0.964,0.842,0.617,0.355,0.068
Hold for Rush,2021,Diana Krall,Jazz,3.79,Melancholic,32,Krall Sessions Vol. 6,234,Instrumental,102.8,0.427,0.381,0.487,0.701,0.05
Glow for Run,1991,Diana Krall,Jazz,4.01,Motivational,240,Krall Sessions Vol. 1,202,Instrumental,96.4,0.542,0.382,0.175,0.677,0.059
Echoes for Glow,2010,Max Richter,Classical,3.47,Sad,0,Richter Sessions Vol. 1,222,Instrumental,89.7,0.276,0.172,0.176,0.883,0.025
Echoes to River (K-Pop),2020,BLACKPINK,K-Pop,4.77,Energetic,247,BLACKPINK Sessions Vol. 3,212,Korean,126.6,0.869,0.925,0.68,0.273,0.051
Travis's Dreams for Hold,1990,Travis Scott,Hip-Hop,3.86,Energetic,18,Scott Sessions Vol. 6,239,English,86.4,0.699,0.755,0.5,0.142,0.343
Dreams and Stars,2005,Kamasi Washington,Jazz,3.49,Melancholic,58,Washington Sessions Vol. 3,210,Instrumental,108.8,0.405,0.565,0.403,0.567,0.0
Storm of Roads,2006,Rosalía,Latin,4.21,Energetic,10,Rosalía Sessions Vol. 3,200,Spanish,116.8,0.803,0.747,0.414,0.235,0.134
River of Memories,2019,Jamie Cullum,Jazz,4.89,Chill,23,Cullum Sessions Vol. 2,252,English,105.1,0.516,0.282,0.141,0.492,0.0
Rush the Forever,2013,BTS,K-Pop,4.01,Happy,53,BTS Sessions Vol. 4,131,Korean,75.6,0.67,0.61,0.959,0.138,0.073
Again of Light (Indie),1993,Lorde,Indie,3.95,Chill,39,Lorde Sessions Vol. 4,211,English,90.6,0.626,0.708,0.526,0.511,0.072
Love and Horizon (Rock),2011,Imagine Dragons,Rock,4.69,Energetic,58,Dragons Sessions Vol. 1,234,English,124.8,0.839,0.63,0.411,0.184,0.026
Again for Horizon,2022,Calvin Harris,Electronic,3.66,Happy,34,Harris Sessions Vol. 2,181,Instrumental,108.5,0.879,0.701,0.7,0.045,0.026
Rush in Home,2015,Bad Bunny,Latin,4.3,Happy,42,Bunny Sessions Vol. 6,240,Spanish,118.6,0.677,0.834,0.816,0.0,0.152
Echoes of Home,2024,Taylor Swift,Pop,3.46,Chill,34,Swift Sessions Vol. 5,236,English,94.4,0.54,0.708,0.604,0.128,0.161
Feel in Love,2012,Jamie Cullum,Jazz,3.73,Energetic,11,Cullum Sessions Vol. 4,215,Instrumental,94.7,0.544,0.602,0.398,0.833,0.071
Forever in Storm,2005,Kendrick Lamar,Hip-Hop,3.64,Melancholic,2,Lamar Sessions Vol. 1,294,English,85.8,0.881,0.784,0.604,0.163,0.061
Dreams the River,2003,BTS,K-Pop,3.97,Romantic,45,BTS Sessions Vol. 6,246,Korean,121.0,0.426,0.687,0.808,0.183,0.039
Rush for Fire,2014,SEVENTEEN,K-Pop,3.93,Sad,25,SEVENTEEN Sessions Vol. 6,207,Korean,80.7,0.745,0.939,0.605,0.338,0.144
Fire for Moon,1997,Ed Sheeran,Pop,4.76,Happy,6,Sheeran Sessions Vol. 4,221,English,112.2,0.593,0.745,0.285,0.041,0.061
Horizon the Fire,2024,BLACKPINK,K-Pop,4.25,Romantic,159,BLACKPINK Sessions Vol. 1,205,Korean,101.5,0.539,0.986,0.804,0.249,0.017
Feel in Hold,2004,Foo Fighters,Rock,4.26,Happy,15,Fighters Sessions Vol. 3,248,English,108.4,0.859,0.664,0.851,0.149,0.053
River the Glow,2010,Avicii,Electronic,3.44,Motivational,23,Avicii Sessions Vol. 3,245,Instrumental,159.0,0.77,0.872,0.67,0.061,0.074
Yiruma's Silence the Waves,2021,Yiruma,Classical,3.88,Melancholic,18,Yiruma Sessions Vol. 5,164,Instrumental,60.0,0.06,0.504,0.384,0.911,0.002
Light for Light,2007,Imagine Dragons,Rock,3.67,Happy,16,Dragons Sessions Vol. 4,120,English,132.5,0.801,0.693,0.816,0.309,0.039
Forever to Rush,2005,Red Hot Chili Peppers,Rock,4.46,Melancholic,70,Peppers Sessions Vol. 1,195,English,122.4,0.975,0.76,0.518,0.078,0.048
Rush the Glow,2018,Tame Impala,Indie,5.0,Chill,236,Impala Sessions Vol. 5,169,English,75.4,0.525,0.478,0.519,0.507,0.121
River to Light,2010,Calvin Harris,Electronic,3.15,Happy,25,Harris Sessions Vol. 1,209,Instrumental,115.0,0.893,0.681,0.709,0.099,0.066
Forever to Roads,2017,Rosalía,Latin,3.26,Melancholic,66,Rosalía Sessions Vol. 1,251,Spanish,117.5,0.467,0.762,0.432,0.154,0.075
Dreams of Echoes,1990,Linkin Park,Rock,3.82,Happy,2,Park Sessions Vol. 5,169,English,104.7,0.946,0.661,0.833,0.008,0.03
Sky with Paradise,1991,A.R. Rahman,Bollywood,4.56,Energetic,3,Rahman Sessions Vol. 2,222,Hindi,122.2,0.613,0.608,0.688,0.518,0.163
Waves of Waves,2011,Max Richter,Classical,3.45,Sad,52,Richter Sessions Vol. 3,224,Instrumental,84.1,0.119,0.134,0.258,0.842,0.041
Hold and Silence,2004,Bad Bunny,Latin,3.88,Romantic,24,Bunny Sessions Vol. 5,176,Spanish,112.7,0.549,0.747,0.755,0.015,0.039
Alone in Home,2002,The Weeknd,Pop,4.57,Happy,30,Weeknd Sessions Vol. 6,187,English,100.5,0.538,0.672,0.257,0.457,0.062
Echoes in Paradise,2008,Red Hot Chili Peppers,Rock,4.17,Energetic,44,Peppers Sessions Vol. 5,312,English,110.4,1.0,0.627,0.487,0.112,0.132
Roads for Memories,2016,Shakira,Latin,4.37,Romantic,5,Shakira Sessions Vol. 4,179,Spanish,116.9,0.344,0.784,0.785,0.153,0.067
Sun and River,1993,Kamasi Washington,Jazz,4.35,Sad,14,Washington Sessions Vol. 1,184,English,70.3,0.52,0.489,0.695,0.712,0.058
Gravity of Again,2011,Rosalía,Latin,4.7,Energetic,17,Rosalía Sessions Vol. 4,231,Spanish,106.7,0.835,0.86,0.411,0.209,0.076
